num_seen,message,empathy,parsed,labels,inds,num_words,polarity
1,glad to be home,great,glad to be home,20,[   0  634 1525  119  752    1],4,1.0
1,happy sf,great,happy sf,20,[   0  703 1294    1],2,1.0
1,its all good ,great,its all good ,20,[  0 834  39 646   1],3,1.0
1,my mood is great,great,my mood is great,20,[   0 1004  982  828  670    1],4,1.0
1,happy ig,great,happy ig,20,[  0 703 797   1],2,1.0
1,satisfied and happy,great,satisfied and happy,20,[   0 1263   60  703    1],3,1.0
1,good xd,great,good xd,20,[   0  646 1703    1],2,1.0
1,im pretty good i think,great,im pretty good i think,20,[   0  801 1160  646  788 1501    1],5,1.0
1,my mood is ok im happy,great,my mood is ok im happy,20,[   0 1004  982  828 1060  801  703    1],6,1.0
1,good today was a good day of work and got dinner with friends,great,good today was a good day of work and got dinner with friends,20,[   0  646 1527 1627    3  646  334 1055 1685   60  658  383 1670  597    1],13,1.0
1,i feeel prettty good right now,great,i feeel prettty good right now,20,[   0  788  547 1159  646 1240 1049    1],6,1.0
1,good accomplished and satisfied,great,good accomplished and satisfied,20,[   0  646   14   60 1263    1],4,1.0
1,amazing great fantastic woke up good,great,amazing great fantastic woke up good,20,[   0   54  670  536 1676 1591  646    1],6,1.0
1,sort of good,great,sort of good,20,[   0 1371 1055  646    1],3,1.0
1,all is well,great,all is well,20,[   0   39  828 1644    1],3,1.0
1,i feel really good ive achieved a lot this week,great,i feel really good ive achieved a lot this week,20,[   0  788  548 1201  646  836   20    3  908 1503 1638    1],10,1.0
1,im happy today went smoothly,great,im happy today went smoothly,20,[   0  801  703 1527 1648 1347    1],5,1.0
1,im absolutely happy out,great,im absolutely happy out,20,[   0  801   10  703 1081    1],4,1.0
1,decent and pretty satisfied with my day,great,decent and pretty satisfied with my day,20,[   0  345   60 1160 1263 1670 1004  334    1],7,1.0
1,good had an enjoyable weekend,great,good had an enjoyable weekend,20,[   0  646  686   59  475 1639    1],5,1.0
1,good today was a good day ,great,good today was a good day ,20,[   0  646 1527 1627    3  646  334    1],6,1.0
1,positive and happy,great,positive and happy,20,[   0 1145   60  703    1],3,1.0
1,something good,great,something good,20,[   0 1358  646    1],2,1.0
1,okay im moreso in a good mood for the time being,great,okay im moreso in a good mood for the time being,20,[   0 1061  801  987  806    3  646  982  584 1488 1518  134    1],11,1.0
1,high happy,great,high happy,20,[  0 744 703   1],2,1.0
1,good great,great,good great,20,[  0 646 670   1],2,1.0
1,good mood positive,great,good mood positive,20,[   0  646  982 1145    1],3,1.0
1,really good im pretty happy,great,really good im pretty happy,20,[   0 1201  646  801 1160  703    1],5,1.0
1,great verry high,great,great verry high,20,[   0  670 1608  744    1],3,1.0
1,fine and happy about the things i am going to do today,great,fine and happy about the things i am going to do today,20,[   0  569   60  703    7 1488 1500  788   53  644 1525  400 1527    1],12,1.0
1,sometime i feel happy,great,sometime i feel happy,20,[   0 1359  788  548  703    1],4,1.0
1,bloody amazing,great,bloody amazing,20,[  0 160  54   1],2,1.0
1,im good actually,great,im good actually,20,[  0 801 646  26   1],3,1.0
1,happy joyful,great,happy joyful,20,[  0 703 843   1],2,1.0
1,i veel good,great,i veel good,20,[   0  788 1605  646    1],3,1.0
1,feel happy feel everything is cute,great,feel happy feel everything is cute,20,[  0 548 703 548 498 828 321   1],6,1.0
1,its good just a normal day,great,its good just a normal day,20,[   0  834  646  844    3 1037  334    1],6,1.0
1,positive and fine,great,positive and fine,20,[   0 1145   60  569    1],3,1.0
1,feeling optimistic that i can work past problems,great,feeling optimistic that i can work past problems,20,[   0  550 1073 1486  788  211 1685 1108 1166    1],8,1.0
1,pretty happy work is quite interesting,great,pretty happy work is quite interesting,20,[   0 1160  703 1685  828 1184  822    1],6,1.0
1,good mostly,great,good mostly,20,[  0 646 990   1],2,1.0
1,fine and positive,great,fine and positive,20,[   0  569   60 1145    1],3,1.0
1,happy for getting back home,great,happy for getting back home,20,[  0 703 584 628 109 752   1],5,1.0
1,im feeling very optimistic elevated i hope it continues,great,im feeling very optimistic elevated i hope it continues,20,[   0  801  550 1609 1073  454  788  759  832  293    1],9,1.0
1,1110 i feel amazing,great,     i feel amazing,20,[  0 788 548  54   1],3,1.0
1,happy high energy going home to the parents today ,great,happy high energy going home to the parents today ,20,[   0  703  744  472  644  752 1525 1488 1100 1527    1],9,1.0
1,really good  increasingly so,great,really good  increasingly so,20,[   0 1201  646  810 1349    1],4,1.0
1,good day with my daughter great to get away from work,great,good day with my daughter great to get away from work,20,[   0  646  334 1670 1004  333  670 1525  627  101  599 1685    1],11,1.0
1,pretty good today relative to other days,great,pretty good today relative to other days,20,[   0 1160  646 1527 1218 1525 1077  336    1],7,1.0
1,right now? great,great,right now  great,20,[   0 1240 1049  670    1],3,1.0
1,i feel happy because i went to eat and now im going home,great,i feel happy because i went to eat and now im going home,20,[   0  788  548  703  126  788 1648 1525  442   60 1049  801  644  752    1],13,1.0
1,i feel pretty alright work is going well,great,i feel pretty alright work is going well,20,[   0  788  548 1160   47 1685  828  644 1644    1],8,1.0
1,good i think?,great,good i think ,20,[   0  646  788 1501    1],3,1.0
1,very happy and thankful,great,very happy and thankful,20,[   0 1609  703   60 1484    1],4,1.0
1,very very happyenergetic,great,very very happyenergetic,20,[   0 1609 1609  705    1],3,1.0
1,realy good,great,realy good,20,[   0 1202  646    1],2,1.0
1,quite good actually,great,quite good actually,20,[   0 1184  646   26    1],3,1.0
1,fine happy,great,fine happy,20,[  0 569 703   1],2,1.0
1,good fun,great,good fun,20,[  0 646 611   1],2,1.0
1,just fucking great,great,just fucking great,20,[  0 844 605 670   1],3,1.0
1,if feel pretty good,great,if feel pretty good,20,[   0  794  548 1160  646    1],4,1.0
1,good hot,great,good hot,20,[  0 646 769   1],2,1.0
1,somewhere in the middle  but slightly more towards good,great,somewhere in the middle  but slightly more towards good,20,[   0 1362  806 1488  955  202 1341  986 1541  646    1],9,1.0
1,happy and blessed,great,happy and blessed,20,[  0 703  60 155   1],3,1.0
1,happy and ready for the day,great,happy and ready for the day,20,[   0  703   60 1198  584 1488  334    1],6,1.0
1,happy blessed ❤️,great,happy blessed   ,20,[  0 703 155   1],2,1.0
1,absolutely wonderful,great,absolutely wonderful,20,[   0   10 1679    1],2,1.0
1,okay happy,great,okay happy,20,[   0 1061  703    1],2,1.0
1,im feeling better and quite happy,great,im feeling better and quite happy,20,[   0  801  550  138   60 1184  703    1],6,1.0
1,pretty good actually ,great,pretty good actually ,20,[   0 1160  646   26    1],3,1.0
1,good  having a great weekend gotta get some work done though ,great,good  having a great weekend gotta get some work done though ,20,[   0  646  718    3  670 1639  659  627 1355 1685  406 1505    1],11,1.0
1,good ready for the day,great,good ready for the day,20,[   0  646 1198  584 1488  334    1],5,1.0
1,good bc i have ice cream,great,good bc i have ice cream,20,[  0 646 117 788 716 790 314   1],6,1.0
1,happy and good this morning,great,happy and good this morning,20,[   0  703   60  646 1503  988    1],5,1.0
1,pretty good live is going good,great,pretty good live is going good,20,[   0 1160  646  896  828  644  646    1],6,1.0
1,good i have energy,great,good i have energy,20,[  0 646 788 716 472   1],4,1.0
1,good overall,great,good overall,20,[   0  646 1086    1],2,1.0
1,great  the weekend is coming,great,great  the weekend is coming,20,[   0  670 1488 1639  828  268    1],5,1.0
1,happy but shes mean,great,happy but shes mean,20,[   0  703  202 1303  943    1],4,1.0
1,very happy its been a long time since i saw them,great,very happy its been a long time since i saw them,20,[   0 1609  703  834  130    3  899 1518 1331  788 1266 1490    1],11,1.0
1,great today was a good day with progress,great,great today was a good day with progress,20,[   0  670 1527 1627    3  646  334 1670 1169    1],8,1.0
1,great at the moment,great,great at the moment,20,[   0  670   92 1488  978    1],4,1.0
1,im satisfied,great,im satisfied,20,[   0  801 1263    1],2,1.0
1,good its beautiful outside,great,good its beautiful outside,20,[   0  646  834  124 1083    1],4,1.0
1,im ok happy that today is saturday,great,im ok happy that today is saturday,20,[   0  801 1060  703 1486 1527  828 1265    1],7,1.0
1,great man,great,great man,20,[  0 670 928   1],2,1.0
1,satisfied with shopping therapy,great,satisfied with shopping therapy,20,[   0 1263 1670 1313 1493    1],4,1.0
1,im feeling great today im just trying to enjoy life,great,im feeling great today im just trying to enjoy life,20,[   0  801  550  670 1527  801  844 1550 1525  474  882    1],10,1.0
1,i am feeling pretty happy having fun,great,i am feeling pretty happy having fun,20,[   0  788   53  550 1160  703  718  611    1],7,1.0
1,i feel good full of energy to start a work week make a lot of money,great,i feel good full of energy to start a work week make a lot of money,20,"[   0  788  548  646  609 1055  472 1525 1386    3 1685 1638  925    3  908
 1055  980    1]",16,1.0
1,mild happy ,great,mild happy ,20,[  0 959 703   1],2,1.0
1,im feeling good accomplished,great,im feeling good accomplished,20,[  0 801 550 646  14   1],4,1.0
1,very very very grateful,great,very very very grateful,20,[   0 1609 1609 1609  668    1],4,1.0
1,good my exams are over,great,good my exams are over,20,[   0  646 1004  503   80 1084    1],5,1.0
1,fantastic boii,great,fantastic boii,20,[  0 536 165   1],2,1.0
1,great 😁,great,great  ,20,[  0 670   1],1,1.0
1,good happy to be making progress,great,good happy to be making progress,20,[   0  646  703 1525  119  927 1169    1],6,1.0
1,i feel good hanging out with my girlfriend,great,i feel good hanging out with my girlfriend,20,[   0  788  548  646  695 1081 1670 1004  631    1],8,1.0
1,amazing and you,great,amazing and you,20,[   0   54   60 1714    1],3,1.0
1,good feeling,great,good feeling,20,[  0 646 550   1],2,1.0
1,good i guess not much is up,great,good i guess not much is up,20,[   0  646  788  681 1044  999  828 1591    1],7,1.0
1,im good listening to music working hard,great,im good listening to music working hard,20,[   0  801  646  893 1525 1002 1688  711    1],7,1.0
1,happy social motivated,great,happy social motivated,20,[   0  703 1350  992    1],3,1.0
1,good because i can eat,great,good because i can eat,20,[  0 646 126 788 211 442   1],5,1.0
1,i’m pretty good today,great,i m pretty good today,20,[   0  788  918 1160  646 1527    1],5,1.0
1,satisfied about moving a futon,great,satisfied about moving a futon,20,[   0 1263    7  998    3  614    1],5,1.0
1,i had a good day at work and i came back pretty happy i feel satisfied,great,i had a good day at work and i came back pretty happy i feel satisfied,20,"[   0  788  686    3  646  334   92 1685   60  788  209  109 1160  703  788
  548 1263    1]",16,1.0
1,it all good,great,it all good,20,[  0 832  39 646   1],3,1.0
1,oh its alllllllllll gooodddd,great,oh its alllllllllll gooodddd,20,[   0 1058  834   41  657    1],4,1.0
1,happy because its the end off school for three weeks,great,happy because its the end off school for three weeks,20,[   0  703  126  834 1488  468 1056 1270  584 1509 1640    1],10,1.0
1,i am quite happy,great,i am quite happy,20,[   0  788   53 1184  703    1],4,1.0
1,good but hot,great,good but hot,20,[  0 646 202 769   1],3,1.0
1,amazing ive had a great day,great,amazing ive had a great day,20,[  0  54 836 686   3 670 334   1],6,1.0
1,good fathers day,great,good fathers day,20,[  0 646 541 334   1],3,1.0
1,i am good now，but i have a final exam tomorrow,great,i am good now but i have a final exam tomorrow,20,[   0  788   53  646 1049  202  788  716    3  564  502 1532    1],11,1.0
1,very happy and homey,great,very happy and homey,20,[   0 1609  703   60  756    1],4,1.0
1,reflective happy,great,reflective happy,20,[   0 1212  703    1],2,1.0
1,pretty good  not great but good,great,pretty good  not great but good,20,[   0 1160  646 1044  670  202  646    1],6,1.0
1,good anticipating,great,good anticipating,20,[  0 646  66   1],2,1.0
1,its ok i feel great,great,its ok i feel great,20,[   0  834 1060  788  548  670    1],5,1.0
1,im in a good mood today,great,im in a good mood today,20,[   0  801  806    3  646  982 1527    1],6,1.0
1,i am feeling great optimistic,great,i am feeling great optimistic,20,[   0  788   53  550  670 1073    1],5,1.0
1,ok  thankful,great,ok  thankful,20,[   0 1060 1484    1],2,1.0
1,i feel good thankful,great,i feel good thankful,20,[   0  788  548  646 1484    1],4,1.0
1,pleased ive had a good day,great,pleased ive had a good day,20,[   0 1139  836  686    3  646  334    1],6,1.0
